Date,Observation,GDP,RLGDP,Population,MF,FIRREA,TRA86,TRA97,FHFA,PH,Pop,MORTGAGE30US,SF,All,GDP_NSA,RES_GDP_DEF,TOT_GDP_DEF,RES_GDP_NSA,RLGDP_NSA,del_RLGDPNSA,del_RLGDPNSAyoy,delPop,hhs,SFshare,SFsharepc,SFcomShare,SFcomSharepc,SFcomlagShare,SFcomlagSharepc,AllComp,SFComp,AllCompLag,SFCompLag,Mileage,CarPP
10/1/1981,92,3280.8,6902.105,230903.7,86.8,0,0,0,0,1,230.9037,17.73571429,124.1,210.9,845052,42.326,47.505,29129,1778.869593,42.069045,27.97419,602.4,2.73,0.588430536,58.84305358,0.610546379,61.05463787,0.657428791,65.74287914,314.8,192.2,259.8,170.8,631742,0.686956522
1/1/1982,93,3274.3,6794.878,231395,63.1,0,0,0,0,1,231.395,17.41416667,113.6,176.7,803715,42.934,48.186,21021,1667.942971,-110.926622,-18.389451,491.3,2.72,0.642897566,64.28975665,0.592042186,59.2042186,0.639108062,63.91080617,208.6,123.5,291.5,186.3,641044,0.689655172
4/1/1982,94,3332,6825.876,231906,95.8,0,0,0,0,1,231.906,16.76615385,178.2,274,831458,43.584,48.826,27567,1702.900094,34.957123,-23.747958,511,2.72,0.650364964,65.03649635,0.614006515,61.40065147,0.641150263,64.11502633,245.6,150.8,246.9,158.3,641044,0.689655172
7/1/1982,95,3366.3,6799.781,232498,122.5,0,0,0,0,1,232.498,16.22153846,186.7,309.2,834528,43.931,49.504,31676,1685.778927,-17.121167,-51.021621,592,2.72,0.6038163,60.38163001,0.657428791,65.74287914,0.665518321,66.55183213,259.8,170.8,319.3,212.5,641044,0.689655172
10/1/1982,96,3402.6,6802.497,233074.3,118.2,0,0,0,0,1,233.0743,14.03285714,184.1,302.3,874081,44.136,50.005,30583,1747.987201,62.208274,-30.882392,576.3,2.72,0.608997684,60.89976844,0.639108062,63.91080617,0.663562852,66.35628522,291.5,186.3,408.1,270.8,641044,0.689655172
1/1/1983,97,3473.4,6892.144,233546,119.3,0,0,0,0,1,233.546,13.03,202.9,322.2,850380,44.372,50.404,27928,1687.128006,-60.859195,19.185035,471.7,2.73,0.629733085,62.9733085,0.641150263,64.11502633,0.678039404,67.80394041,246.9,158.3,416.2,282.2,663378,0.700854701
4/1/1983,98,3578.8,7048.982,234028.3,161.6,0,0,0,0,1,234.0283,12.76307692,322.3,483.9,895388,44.488,50.778,40832,1763.338454,76.210448,60.43836,482.3,2.73,0.666046704,66.60467039,0.665518321,66.55183213,0.63252128,63.25212797,319.3,212.5,340.7,215.5,663378,0.700854701
7/1/1983,99,3689.2,7189.896,234603,185.8,0,0,0,0,1,234.603,13.64142857,307.5,493.3,916516,44.738,51.318,48110,1785.954246,22.615792,100.175319,574.7,2.73,0.623352929,62.33529293,0.663562852,66.35628522,0.594366197,59.43661972,408.1,270.8,426,253.2,663378,0.700854701
10/1/1983,100,3794.7,7339.893,235153.3,168.8,0,0,0,0,1,235.1533,13.46,234.8,403.6,971755,45.12,51.702,44243,1879.530773,93.576527,131.543572,550.3,2.73,0.581764123,58.17641229,0.678039404,67.80394041,0.636814798,63.68147981,416.2,282.2,443.3,282.3,663378,0.700854701
1/1/1984,101,3908.1,7483.371,235604.7,140.1,0,0,0,0,1,235.6047,13.33307692,236.5,376.6,962905,45.392,52.212,37863,1844.221635,-35.309138,157.093629,451.4,2.71,0.627987254,62.79872544,0.63252128,63.25212797,0.619995476,61.99954761,340.7,215.5,442.1,274.1,675927,0.703389831
4/1/1984,102,4009.6,7612.668,236082.3,204.8,0,0,0,0,1,236.0823,14.03538462,332.6,537.4,1002687,45.771,52.681,49970,1903.318084,59.096449,139.97963,477.6,2.71,0.618905843,61.89058429,0.594366197,59.43661972,0.606624692,60.6624692,426,253.2,365.3,221.6,675927,0.703389831
7/1/1984,103,4084.3,7686.059,236657.3,177.7,0,0,0,0,1,236.6573,14.49384615,280.3,458,1011924,46.206,53.157,54265,1903.651448,0.333364,117.697202,575,2.71,0.612008734,61.20087336,0.636814798,63.68147981,0.614163903,61.41639034,443.3,282.3,422.2,259.3,675927,0.703389831
10/1/1984,104,4148.6,7749.151,237232.7,142.7,0,0,0,0,1,237.2327,13.64846154,234.7,377.4,1060096,46.641,53.528,48266,1980.451353,76.799905,100.92058,575.4,2.71,0.621886592,62.18865925,0.619995476,61.99954761,0.631716337,63.17163367,442.1,274.1,459.7,290.4,675927,0.703389831
1/1/1985,105,4230.2,7824.247,237672.7,130.5,0,0,0,0,1,237.6727,13.06384615,215.3,345.8,1033006,46.863,54.076,39229,1910.285524,-70.165829,66.063889,440,2.69,0.622614228,62.26142279,0.606624692,60.6624692,0.660526316,66.05263158,365.3,221.6,456,301.2,690945,0.719665272
4/1/1985,106,4294.9,7893.136,238175.7,191.3,0,0,0,0,1,238.1757,12.78538462,317.9,509.2,1073981,46.973,54.396,51401,1974.374954,64.08943,71.05687,503,2.69,0.624312647,62.43126473,0.614163903,61.41639034,0.607659347,60.76593465,422.2,259.3,373.4,226.9,690945,0.719665272
7/1/1985,107,4386.8,8013.674,238789.3,174.1,0,0,0,0,1,238.7893,12.14076923,295,469.1,1090905,47.32,54.757,57263,1992.265829,17.890875,88.614381,613.6,2.69,0.628863782,62.88637817,0.631716337,63.17163367,0.633957845,63.39578454,459.7,290.4,427,270.7,690945,0.719665272
10/1/1985,108,4444.1,8073.239,239386.7,173.5,0,0,0,0,1,239.3867,11.73076923,244.1,417.6,1141088,47.909,55.042,52184,2073.122343,80.856514,92.67099,597.4,2.69,0.584530651,58.45306513,0.660526316,66.05263158,0.645748554,64.57485543,456,301.2,466.9,301.5,690945,0.719665272
1/1/1986,109,4507.9,8148.603,239860.7,139.7,0,0,0,0,1,239.8607,10.58384615,234.1,373.8,1104498,48.513,55.313,44491,1996.814492,-76.307851,86.528968,474,2.67,0.626270733,62.6270733,0.607659347,60.76593465,0.656237219,65.62372188,373.4,226.9,489,320.9,701427,0.730290456
4/1/1986,110,4545.3,8185.303,240367.7,189,0,0,0,0,1,240.3677,10.24615385,369.4,558.4,1138030,49.018,55.507,61282,2050.245915,53.431423,75.870961,507,2.67,0.661532951,66.15329513,0.633957845,63.39578454,0.628773956,62.87739564,427,270.7,380.9,239.5,701427,0.730290456
7/1/1986,111,4607.7,8263.639,240961.7,164.4,0,0,0,0,1,240.9617,10.23538462,325.4,489.8,1148813,49.659,55.771,68236,2059.875204,9.629289,67.609375,594,2.67,0.664352797,66.43527971,0.645748554,64.57485543,0.669477234,66.94772344,466.9,301.5,415.1,277.9,701427,0.730290456
10/1/1986,112,4657.6,8308.021,241539,132.8,0,0,0,0,1,241.539,9.683846154,250.6,383.4,1188288,50.215,56.102,60804,2118.084917,58.209713,44.962574,577.3,2.67,0.653625456,65.36254564,0.656237219,65.62372188,0.684822242,68.48222425,489,320.9,438.8,300.5,701427,0.730290456
1/1/1987,113,4722.2,8369.93,242009.3,107.7,0,1,0,0,1,242.0093,9.114615385,241.4,349.1,1148876,50.788,56.427,50336,2036.039485,-82.045432,39.224993,470.3,2.66,0.691492409,69.14924091,0.628773956,62.87739564,0.702304147,70.23041475,380.9,239.5,434,304.8,710165,0.736625514
4/1/1987,114,4806.2,8460.233,242520,133.7,0,1,0,0,1,242.52,10.34307692,346.5,480.2,1205023,51.229,56.81,65447,2121.145925,85.10644,70.90001,510.7,2.66,0.721574344,72.1574344,0.669477234,66.94772344,0.687198068,68.71980676,415.1,277.9,331.2,227.6,710165,0.736625514
7/1/1987,115,4884.6,8533.635,243120.3,126.7,0,1,0,0,1,243.1203,10.48153846,321.3,448,1218373,51.711,57.248,70782,2128.236794,7.090869,68.36159,600.3,2.66,0.7171875,71.71875,0.684822242,68.48222425,0.697637377,69.76373772,438.8,300.5,376.7,262.8,710165,0.736625514
10/1/1987,116,5008,8680.162,243720.7,106.2,0,1,0,0,1,243.7207,10.86428571,237.1,343.3,1282952,52.217,57.678,63224,2224.335102,96.098308,106.250185,600.4,2.66,0.690649578,69.06495776,0.702304147,70.23041475,0.713419073,71.3419073,434,304.8,412.1,294,710165,0.736625514
1/1/1988,117,5073.4,8725.006,244207.7,77.5,0,1,0,0,1,244.2077,10.06833333,219.7,297.2,1236534,52.599,58.124,48763,2127.406923,-96.928179,91.367438,487,2.64,0.73923284,73.92328398,0.687198068,68.71980676,0.733040508,73.30405076,331.2,227.6,409.8,300.4,740105,0.74796748
4/1/1988,118,5190,8839.641,244716.7,119.9,0,1,0,0,1,244.7167,10.35923077,323.7,443.6,1297399,53.079,58.704,67075,2210.069161,82.662238,88.923236,509,2.64,0.729711452,72.97114518,0.697637377,69.76373772,0.716186939,71.6186939,376.7,262.8,323.1,231.4,740105,0.74796748
7/1/1988,119,5282.8,8891.435,245354,111.5,0,1,0,0,1,245.354,10.49642857,293.4,404.9,1319724,53.459,59.423,73780,2220.897632,10.828471,92.660838,637.3,2.64,0.724623364,72.46233638,0.713419073,71.3419073,0.712220017,71.2220017,412.1,294,352.7,251.2,740105,0.74796748
10/1/1988,120,5399.5,9009.913,245966.3,97.7,0,1,0,0,1,245.9663,10.41,244.6,342.3,1382783,53.976,59.97,66583,2305.791229,84.893597,81.456127,612.3,2.64,0.714577856,71.45778557,0.733040508,73.30405076,0.714436806,71.44368059,409.8,300.4,378.2,270.2,740105,0.74796748
1/1/1989,121,5511.3,9101.508,246460.3,91,0,1,0,0,1,246.4603,10.82,212.7,303.7,1346036,54.332,60.547,53606,2223.125836,-82.665393,95.718913,494,2.62,0.7003622,70.03621995,0.716186939,71.6186939,0.741725448,74.17254476,323.1,231.4,368.6,273.4,753799,0.754032258
4/1/1989,122,5612.5,9170.977,247017.3,102.2,0,1,0,0,1,247.0173,10.63615385,302.1,404.3,1405607,54.991,61.202,67151,2296.66841,73.542574,86.599249,557,2.62,0.747217413,74.72174128,0.712220017,71.2220017,0.733422639,73.3422639,352.7,251.2,298.6,219,753799,0.754032258
7/1/1989,123,5695.4,9238.923,247698.3,94.3,0,1,0,0,1,247.6983,10.00769231,272.1,366.4,1418867,55.18,61.656,72330,2301.263462,4.595052,80.36583,681,2.62,0.742631004,74.26310044,0.714436806,71.44368059,0.729276622,72.92766222,378.2,270.2,322.1,234.9,753799,0.754032258
10/1/1989,124,5747.2,9257.128,248374.3,85.2,1,1,0,0,1,248.3743,9.813846154,216.5,301.7,1471062,55.578,62.077,62928,2369.737584,68.474122,63.946355,676,2.62,0.717600265,71.76002652,0.741725448,74.17254476,0.734366197,73.43661972,368.6,273.4,355,260.7,753799,0.754032258
1/1/1990,125,5872.7,9358.289,248936.3,77.6,1,1,0,0,1,248.9363,10.13153846,217,294.6,1434375,55.991,62.753,52078,2285.747295,-83.990289,62.621459,562,2.63,0.736591989,73.65919891,0.733422639,73.3422639,0.756244358,75.62443575,298.6,219,332.3,251.3,744644,0.762096774
4/1/1990,126,5960,9392.251,249711,86.6,1,1,0,0,1,249.711,10.32384615,271.3,357.9,1490965,56.217,63.455,64760,2349.641478,63.894183,52.973068,774.7,2.63,0.75803297,75.80329701,0.729276622,72.92766222,0.737515477,73.75154767,322.1,234.9,242.3,178.7,744644,0.762096774
7/1/1990,127,6015.1,9398.499,250594.7,74.1,1,1,0,0,1,250.5947,10.10307692,233,307.1,1499694,56.433,64.004,67063,2343.12543,-6.516048,41.861968,883.7,2.63,0.758710518,75.87105177,0.734366197,73.43661972,0.742760436,74.27604363,355,260.7,265.9,197.5,744644,0.762096774
10/1/1990,128,6004.7,9312.937,251481.7,59.4,1,1,0,0,1,251.4817,9.959230769,173.6,233,1538100,56.512,64.493,55766,2384.90999,41.78456,15.172406,887,2.63,0.745064378,74.50643777,0.756244358,75.62443575,0.753584528,75.35845282,332.3,251.3,299.9,226,744644,0.762096774
1/1/1991,129,6035.2,9269.367,252257.3,38.7,1,1,0,0,1,252.2573,9.500769231,146.7,185.4,1475270,56.701,65.12,42841,2265.463759,-119.446231,-20.283536,775.6,2.63,0.791262136,79.12621359,0.737515477,73.75154767,0.832036775,83.20367751,242.3,178.7,282.8,235.3,749862,0.746031746
4/1/1991,130,6126.9,9341.642,253062.7,46.7,1,1,0,0,1,253.0627,9.522307692,254.1,300.8,1532427,56.974,65.589,57313,2336.408544,70.944785,-13.232934,805.4,2.63,0.84474734,84.47473404,0.742760436,74.27604363,0.827704147,82.77041471,265.9,197.5,233.9,193.6,749862,0.746031746
7/1/1991,131,6205.9,9388.845,253965.3,45,1,1,0,0,1,253.9653,9.273076923,239.8,284.8,1548990,57.315,66.092,63971,2343.687587,7.279043,0.562157,902.6,2.63,0.841994382,84.1994382,0.753584528,75.35845282,0.828307911,82.83079106,299.9,226,281.9,233.5,749862,0.746031746
10/1/1991,132,6264.5,9421.565,254835.3,43.2,1,1,0,0,1,254.8353,8.69,199.8,243,1601443,57.093,66.476,57028,2409.054396,65.366809,24.144406,870,2.63,0.822222222,82.22222222,0.832036775,83.20367751,0.82912192,82.91219204,282.8,235.3,316.6,262.5,749862,0.746031746
1/1/1992,133,6363.1,9534.346,255585,43.5,1,1,0,0,1,255.585,8.688461538,218.5,262,1554707,56.894,66.743,48753,2329.393345,-79.661051,63.929586,749.7,2.62,0.833969466,83.39694656,0.827704147,82.77041471,0.843125192,84.31251922,233.9,193.6,325.1,274.1,785066,0.745098039
4/1/1992,134,6470.8,9637.732,256439.3,44.2,1,1,0,0,1,256.4393,8.677692308,296.4,340.6,1619581,57.464,67.141,66610,2412.208636,82.815291,75.800092,854.3,2.62,0.870229008,87.02290076,0.828307911,82.83079106,0.866775644,86.67756436,281.9,233.5,244.7,212.1,785066,0.745098039
7/1/1992,135,6566.6,9732.979,257385.7,45.7,1,1,0,0,1,257.3857,8.017692308,276.4,322.1,1640744,57.886,67.462,72438,2432.101035,19.892399,88.413448,946.4,2.62,0.858118597,85.81185967,0.82912192,82.91219204,0.863191043,86.31910427,316.6,262.5,285.8,246.7,785066,0.745098039
10/1/1992,136,6680.8,9834.51,258276.7,36.1,1,1,0,0,1,258.2767,8.192142857,238.8,274.9,1705290,58.648,67.937,66941,2510.10495,78.003915,101.050554,891,2.62,0.86867952,86.86795198,0.843125192,84.31251922,0.868180385,86.81803847,325.1,274.1,317.1,275.3,785066,0.745098039
1/1/1993,137,6729.5,9850.973,259039.3,27.4,1,1,0,0,1,259.0393,7.723333333,213.2,240.6,1638139,59.281,68.341,55406,2397.007653,-113.097297,67.614308,762.6,2.66,0.886118038,88.61180382,0.866775644,86.67756436,0.884960881,88.49608809,244.7,212.1,345.1,305.4,805877,0.751937984
4/1/1993,138,6808.9,9908.347,259826,43.5,1,1,0,0,1,259.826,7.453076923,323.7,367.2,1701841,59.924,68.744,72532,2475.621145,78.613492,63.412509,786.7,2.66,0.881535948,88.15359477,0.863191043,86.31910427,0.881569208,88.1569208,285.8,246.7,270.2,238.2,805877,0.751937984
7/1/1993,139,6882.1,9955.641,260714.3,46.3,1,1,0,0,1,260.7143,7.087692308,309.3,355.6,1724719,60.446,69.089,82388,2496.372795,20.75165,64.27176,888.3,2.66,0.869797525,86.97975253,0.868180385,86.81803847,0.864109426,86.41094261,317.1,275.3,336.3,290.6,805877,0.751937984
10/1/1993,140,7013.7,10091.049,261546.7,44.9,1,1,0,0,1,261.5467,7.046428571,279.4,324.3,1793877,60.644,69.495,76482,2581.303691,84.930896,71.198741,832.4,2.66,0.861547949,86.15479494,0.884960881,88.49608809,0.853348091,85.33480908,345.1,305.4,361.4,308.4,805877,0.751937984
1/1/1994,141,7115.7,10188.954,262249.7,41.4,1,1,0,0,1,262.2497,7.295833333,252.6,294,1736467,61.438,69.851,64400,2485.958683,-95.345008,88.95103,703,2.67,0.859183673,85.91836735,0.881569208,88.1569208,0.852320675,85.23206751,270.2,238.2,379.2,323.2,813785,0.761538462
4/1/1994,142,7246.9,10327.019,263020.7,68.6,1,1,0,0,1,263.0207,8.427692308,354.2,422.8,1809582,61.832,70.184,85352,2578.339793,92.38111,102.718648,771,2.67,0.837748344,83.77483444,0.864109426,86.41094261,0.84351407,84.351407,336.3,290.6,291.4,245.8,813785,0.761538462
7/1/1994,143,7331.1,10387.382,263870,72,1,1,0,0,1,263.87,8.594285714,325.7,397.7,1837424,62.467,70.558,92403,2604.13277,25.792977,107.759975,849.3,2.67,0.818959014,81.89590143,0.853348091,85.33480908,0.812264151,81.22641509,361.4,308.4,318,258.3,813785,0.761538462
10/1/1994,144,7455.3,10506.372,264678.3,76.6,1,1,0,0,1,264.6783,9.105384615,265.9,342.5,1903763,63.251,70.952,81692,2683.170312,79.037542,101.866621,808.3,2.67,0.776350365,77.6350365,0.852320675,85.23206751,0.785569986,78.55699856,379.2,323.2,346.5,272.2,813785,0.761538462
1/1/1995,145,7522.3,10543.644,265388.3,55.7,1,1,0,0,1,265.3883,8.785384615,214.2,269.9,1835147,64.001,71.356,66490,2571.818768,-111.351544,85.860085,710,2.65,0.793627269,79.36272694,0.84351407,84.351407,0.811045697,81.10456967,291.4,245.8,356.7,289.3,819706,0.768060837
4/1/1995,146,7581,10575.1,266141.7,74.1,1,1,0,0,1,266.1417,7.917692308,296.7,370.8,1897424,64.329,71.706,83468,2646.116085,74.297317,67.776292,753.4,2.65,0.800161812,80.01618123,0.812264151,81.22641509,0.802317655,80.23176551,318,258.3,293.4,235.4,819706,0.768060837
7/1/1995,147,7683.1,10665.06,267000.7,79.1,1,1,0,0,1,267.0007,7.696153846,308.2,387.3,1922827,64.595,72.027,92069,2669.591959,23.475874,65.459189,859,2.65,0.795765556,79.57655564,0.785569986,78.55699856,0.789135514,78.9135514,346.5,272.2,342.4,270.2,819706,0.768060837
10/1/1995,148,7772.6,10737.478,267820.3,69,1,1,0,0,1,267.8203,7.339230769,257.2,326.2,1984353,64.966,72.367,82042,2742.068899,72.47694,58.898587,819.6,2.65,0.788473329,78.84733292,0.811045697,81.10456967,0.787712418,78.77124183,356.7,289.3,382.5,301.3,819706,0.768060837
1/1/1996,149,7868.5,10817.896,268487.3,62.6,1,1,0,0.4,1,268.4873,7.272307692,240,302.6,1925313,65.225,72.7,69060,2648.298487,-93.770412,76.479719,667,2.65,0.793126239,79.31262393,0.802317655,80.23176551,0.815415822,81.54158215,293.4,235.4,394.4,321.6,826765,0.777358491
4/1/1996,150,8032.8,10998.322,269251.3,84,1,1,0,0.4,1,269.2513,8.102307692,344.5,428.5,2005112,65.523,72.997,94352,2746.841651,98.543164,100.725566,764,2.65,0.803967328,80.39673279,0.789135514,78.9135514,0.809738794,80.97387939,342.4,270.2,310.1,251.1,826765,0.777358491
7/1/1996,151,8131.4,11096.976,270128.3,86.4,1,1,0,0.4,1,270.1283,8.146923077,324,410.4,2035152,66.189,73.352,103987,2774.501036,27.659385,104.909077,877,2.65,0.789473684,78.94736842,0.787712418,78.77124183,0.801596688,80.15966884,382.5,301.3,338.2,271.1,826765,0.777358491
10/1/1996,152,8259.8,11212.205,270991.7,82.9,1,1,0,0.4,1,270.9917,7.703076923,252.5,335.4,2107553,66.488,73.662,90663,2861.112921,86.611885,119.044022,863.4,2.65,0.752832439,75.28324389,0.815415822,81.54158215,0.789980732,78.99807322,394.4,321.6,363.3,287,826765,0.777358491
1/1/1997,153,8362.7,11284.587,271709,59.5,1,1,0,0.42,1,271.709,7.793076923,237.8,297.3,2043518,66.799,73.992,74488,2761.809385,-99.303536,113.510898,717.3,2.64,0.799865456,79.98654558,0.809738794,80.97387939,0.790069462,79.00694623,310.1,251.1,388.7,307.1,836740,0.776119403
4/1/1997,154,8518.8,11472.137,272487.3,94.5,1,1,0,0.42,1,272.4873,7.926923077,324.5,419,2129626,67.126,74.361,96915,2863.901776,102.092391,117.060125,778.3,2.64,0.774463007,77.44630072,0.801596688,80.15966884,0.777629827,77.76298269,338.2,271.1,300.4,233.6,836740,0.776119403
7/1/1997,155,8662.8,11615.636,273390.7,85.8,1,1,0,0.42,1,273.3907,7.47,314.5,400.3,2166497,67.676,74.581,106977,2904.891326,40.98955,130.39029,903.4,2.64,0.785660754,78.56607544,0.789980732,78.99807322,0.777010224,77.70102238,363.3,287,361.9,281.2,836740,0.776119403
10/1/1997,156,8765.9,11715.393,274245.7,100.6,1,1,1,0.42,1,274.2457,7.205384615,256.8,357.4,2237911,68.176,74.848,97207,2989.940947,85.049621,128.828026,855,2.64,0.718522664,71.85226637,0.790069462,79.00694623,0.782188043,78.21880427,388.7,307.1,403.1,315.3,836740,0.776119403
1/1/1998,157,8866.5,11832.486,274950,66.5,1,1,1,0.42,1,274.95,7.05,258.4,324.9,2160749,68.373,74.924,82910,2883.92104,-106.019907,122.111655,704.3,2.62,0.795321637,79.53216374,0.777629827,77.76298269,0.806065053,80.60650526,300.4,233.6,408.9,329.6,841643,0.781481481
4/1/1998,158,8969.7,11942.032,275703.3,87.4,1,1,1,0.42,1,275.7033,7.097692308,360.4,447.8,2249930,68.845,75.119,110019,2995.154355,111.233315,131.252579,753.3,2.62,0.804823582,80.4823582,0.777010224,77.70102238,0.796833773,79.68337731,361.9,281.2,341.1,271.8,841643,0.781481481
7/1/1998,159,9121.1,12091.614,276563.7,97,1,1,1,0.42,1,276.5637,6.872307692,348,445,2281444,69.528,75.41,119426,3025.386554,30.232199,120.495228,860.4,2.62,0.782022472,78.20224719,0.782188043,78.21880427,0.797232704,79.72327044,403.1,315.3,397.5,316.9,841643,0.781481481
10/1/1998,160,9294,12287,277400,94.7,1,1,1,0.42,1,277.4,6.764285714,304.6,399.3,2370698,70.147,75.613,106452,3135.304776,109.918222,145.363829,836.3,2.62,0.762834961,76.28349612,0.806065053,80.60650526,0.76789486,76.78948604,408.9,329.6,426.1,327.2,841643,0.781481481
1/1/1999,161,9417.3,12403.293,278103.3,77.1,1,1,1,0.42,1,278.1033,6.8775,287.2,364.3,2293218,70.8,75.859,92102,3023.000567,-112.304209,139.079527,703.3,2.61,0.788361241,78.83612407,0.796833773,79.68337731,0.804905746,80.49057461,341.1,271.8,440.3,354.4,846085,0.791208791
4/1/1999,162,9524.2,12498.694,278863.7,80.4,1,1,1,0.42,1,278.8637,7.181538462,366.8,447.2,2388561,71.565,76.19,119846,3135.005906,112.005339,139.851551,760.4,2.61,0.820214669,82.02146691,0.797232704,79.72327044,0.789739277,78.97392767,397.5,316.9,356.7,281.7,846085,0.791208791
7/1/1999,163,9681.9,12662.385,279751,98.6,1,1,1,0.42,1,279.751,7.786153846,347.2,445.8,2423833,72.163,76.472,131194,3169.569254,34.563348,144.1827,887.3,2.61,0.778824585,77.8824585,0.76789486,76.78948604,0.790314402,79.03144016,426.1,327.2,394.4,311.7,846085,0.791208791
10/1/1999,164,9899.4,12877.593,280592.3,82.6,1,1,1,0.42,1,280.5923,7.840714286,301.3,383.9,2525048,72.737,76.863,118624,3285.128085,115.558831,149.823309,841.3,2.61,0.784839802,78.4839802,0.804905746,80.49057461,0.769931102,76.99311024,440.3,354.4,406.4,312.9,846085,0.791208791
1/1/2000,165,10002.9,12924.179,281304.3,78.9,1,1,1,0.42,1,281.3043,8.256923077,278.2,357.1,2449139,73.967,77.389,101653,3164.712039,-120.416046,141.711472,712,2.62,0.779053486,77.90534864,0.789739277,78.97392767,0.806056236,80.60562365,356.7,281.7,416.1,335.4,852243,0.786476868
4/1/2000,166,10247.7,13160.842,282002,91.7,1,1,1,0.42,1,282.002,8.316153846,357,448.7,2569476,74.709,77.841,129062,3300.928816,136.216777,165.92291,697.7,2.62,0.795631825,79.56318253,0.790314402,79.03144016,0.791887676,79.18876755,394.4,311.7,320.5,253.8,852243,0.786476868
7/1/2000,167,10319.8,13178.419,282768.7,84.8,1,1,1,0.42,1,282.7687,8.02,320.5,405.3,2578060,75.339,78.315,134297,3291.910873,-9.017943,122.341619,766.7,2.62,0.790772267,79.07722675,0.769931102,76.99311024,0.789364997,78.93649974,406.4,312.9,387.4,305.8,852243,0.786476868
10/1/2000,168,10439,13260.506,283518.7,82.3,1,1,1,0.42,1,283.5187,7.620769231,275.2,357.5,2655679,75.999,78.729,120421,3373.190311,81.279438,88.062226,750,2.62,0.76979021,76.97902098,0.806056236,80.60562365,0.789248335,78.92483349,416.1,335.4,420.4,331.8,852243,0.786476868
1/1/2001,169,10472.9,13222.69,284168.7,74,1,1,1,0.5,1,284.1687,7.006923077,273.8,347.8,2562436,77.064,79.232,103349,3234.092286,-139.098025,69.380247,650,2.58,0.787234043,78.72340426,0.791887676,79.18876755,0.82376864,82.37686399,320.5,253.8,442.6,364.6,877004,0.807017544
4/1/2001,170,10597.8,13299.984,284837.3,86.7,1,1,1,0.5,1,284.8373,7.13,373.8,460.5,2656364,78.076,79.76,134955,3330.446339,96.354053,29.517523,668.6,2.58,0.811726384,81.17263844,0.789364997,78.93649974,0.828505879,82.8505879,387.4,305.8,348.7,288.9,877004,0.807017544
7/1/2001,171,10596.3,13244.784,285583.3,88.1,1,1,1,0.5,1,285.5833,6.963846154,341.1,429.2,2651331,79.331,80.01,145430,3313.749531,-16.696808,21.838658,746,2.58,0.79473439,79.47343896,0.789248335,78.92483349,0.787848852,78.78488516,420.4,331.8,404.9,319,877004,0.807017544
10/1/2001,172,10660.3,13280.859,286311.3,80.9,1,1,1,0.5,1,286.3113,6.770769231,284.5,365.4,2711685,79.786,80.284,129323,3377.615714,63.866183,4.425403,728,2.58,0.778598796,77.85987958,0.82376864,82.37686399,0.776443941,77.64439411,442.6,364.6,441.5,342.8,877004,0.807017544
1/1/2002,173,10789,13397.002,286935,75.7,1,1,1,0.5,1,286.935,6.971538462,293.3,369,2631502,79.66,80.503,115939,3268.824764,-108.79095,34.732478,623.7,2.58,0.794850949,79.48509485,0.828505879,82.8505879,0.82572248,82.57224796,348.7,288.9,453.3,374.3,894725,0.798611111
4/1/2002,174,10893.2,13478.152,287574,88.6,1,1,1,0.5,1,287.574,6.813076923,386,474.6,2724224,80.116,80.832,147631,3370.229612,101.404848,39.783273,639,2.58,0.813316477,81.3316477,0.787848852,78.78488516,0.7996614,79.96613995,404.9,319,354.4,283.4,894725,0.798611111
7/1/2002,175,10992.1,13538.072,288302.7,97.9,1,1,1,0.5,1,288.3027,6.289230769,360.6,458.5,2753434,80.466,81.177,152367,3391.889328,21.659716,78.139797,728.7,2.58,0.786477644,78.64776445,0.776443941,77.64439411,0.805808929,80.58089294,441.5,342.8,416.6,335.7,894725,0.798611111
10/1/2002,176,11071.5,13559.032,289006.7,84.3,1,1,1,0.5,1,289.0067,6.075384615,318.6,402.9,2827263,81.798,81.643,141658,3462.958245,71.068917,85.342531,704,2.58,0.79076694,79.07669397,0.82572248,82.57224796,0.82597759,82.59775898,453.3,374.3,437.3,361.2,894725,0.798611111
1/1/2003,177,11183.5,13634.253,289609,70.6,1,1,1,0.5,1,289.609,5.840769231,304.1,374.7,2744149,83.54,82.047,127870,3344.60614,-118.352105,75.781376,602.3,2.57,0.811582599,81.15825994,0.7996614,79.96613995,0.863278758,86.32787582,354.4,283.4,470.3,406,940969,0.793814433
4/1/2003,178,11312.9,13751.543,290252.7,84.4,1,1,1,0.5,1,290.2527,5.506923077,406.3,490.7,2832509,83.684,82.287,163489,3442.231458,97.625318,72.001846,643.7,2.57,0.828000815,82.80008152,0.805808929,80.58089294,0.841642229,84.16422287,416.6,335.7,375.1,315.7,940969,0.793814433
7/1/2003,179,11567.3,13985.073,290974,98.9,1,1,1,0.5,1,290.974,6.033846154,412,510.9,2887132,84.286,82.738,178405,3489.487297,47.255839,97.597969,721.3,2.57,0.806420043,80.64200431,0.82597759,82.59775898,0.811866554,81.18665541,437.3,361.2,473.6,384.5,940969,0.793814433
